Order ID , Order Item ID , Order YearMonth , Order Year , Order Month , Order Day ,Order Time,Order Quantity,Product Department,Product Category,Product Name, Customer ID ,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Year,Shipment Month,Shipment Day,Shipment Mode, Shipment Days - Scheduled , Gross Sales , Discount % , Profit 
17516,43789,201509,2015,9,13,16:17,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2920,Europe,Northern Europe,Ireland,Puerto Rico,2015,9,15,Standard Class,4,50,0.16,125
37611,93868,201607,2016,7,3,0:27,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5157,North America,US Center,USA,Puerto Rico,2016,7,5,Standard Class,4,50,0.18,125
45096,112612,201610,2016,10,20,6:47,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1633,North America,Canada,Canada,Puerto Rico,2016,10,22,Standard Class,4,50,  -  ,125
51625,129007,201701,2017,1,23,14:11,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3155,LATAM,Central America,Guatemala,Puerto Rico,2017,1,29,Standard Class,4,50,0.07,125
57363,143479,201704,2017,4,17,8:27,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4412,LATAM,South America,Brazil,Puerto Rico,2017,4,21,Standard Class,4,50,0.17,125
63966,159916,201707,2017,7,22,17:47,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2417,Europe,Western Europe,France,Puerto Rico,2017,7,24,Standard Class,4,50,0.02,125
618,1506,201501,2015,1,10,0:09,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,12037,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,1,14,Standard Class,4,50,0.15,125
11611,29031,201506,2015,6,19,11:30,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,174,Europe,Western Europe,France,Puerto Rico,2015,6,21,Standard Class,4,50,0.13,125
33505,83645,201605,2016,5,4,1:56,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10747,North America,East of USA,USA,Puerto Rico,2016,5,10,Standard Class,4,50,0.02,125
53361,133323,201702,2017,2,17,22:23,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,612,LATAM,Central America,Nicaragua,Puerto Rico,2017,2,19,Standard Class,4,50,0.18,125
4591,11507,201503,2015,3,9,0:04,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2961,LATAM,Caribbean,Cuba,Puerto Rico,2015,3,11,Standard Class,4,50,0.12,125
5581,13920,201503,2015,3,23,10:55,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7786,LATAM,Central America,Honduras,Puerto Rico,2015,3,25,Standard Class,4,50,0.17,125
6758,16899,201504,2015,4,9,15:16,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7014,LATAM,South America,Brazil,Puerto Rico,2015,4,13,Standard Class,4,50,0.2,125
7931,19818,201504,2015,4,26,18:13,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,119,LATAM,Caribbean,Cuba,Puerto Rico,2015,4,28,Standard Class,4,50,0.12,125
17915,44751,201509,2015,9,19,12:04,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,696,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,9,25,Standard Class,4,50,0.03,125
21941,54886,201511,2015,11,17,6:33,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2796,Pacific Asia,Oceania,Australia,Puerto Rico,2015,11,19,Standard Class,4,50,0.2,125
23973,60014,201512,2015,12,16,22:27,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4019,Pacific Asia,South Asia,India,Puerto Rico,2015,12,20,Standard Class,4,50,0.03,125
25916,64871,201601,2016,1,14,7:10,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3219,Pacific Asia,South Asia,India,Puerto Rico,2016,1,16,Standard Class,4,50,0.07,125
27586,69057,201602,2016,2,7,16:15,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2683,Pacific Asia,Oceania,Australia,Puerto Rico,2016,2,9,Standard Class,4,50,0.15,125
33086,82713,201604,2016,4,27,23:08,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5607,North America,US Center,USA,Puerto Rico,2016,4,29,Standard Class,4,50,0.2,125
37071,92500,201606,2016,6,25,3:16,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11305,North America,West of USA,USA,Puerto Rico,2016,6,27,Standard Class,4,50,0.1,125
39081,97552,201607,2016,7,24,11:27,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9368,North America,South of  USA,USA,Puerto Rico,2016,7,26,Standard Class,4,50,0.18,125
43558,108773,201609,2016,9,27,19:57,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,387,Pacific Asia,West Asia,Turkey,Puerto Rico,2016,10,1,Standard Class,4,50,0.18,125
43558,108774,201609,2016,9,27,19:57,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,387,Pacific Asia,West Asia,Turkey,Puerto Rico,2016,10,1,Standard Class,4,50,0.17,125
45553,113836,201610,2016,10,26,22:53,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7001,Africa,West Africa,Togo,Puerto Rico,2016,10,30,Standard Class,4,50,0.09,125
47846,119637,201611,2016,11,29,10:14,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6073,Pacific Asia,West Asia,Turkey,Puerto Rico,2016,12,1,Standard Class,4,50,0.1,125
51001,127478,201701,2017,1,14,11:34,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6471,Pacific Asia,West Asia,Turkey,Puerto Rico,2017,1,16,Standard Class,4,50,0.15,125
53576,133900,201702,2017,2,21,1:42,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5301,LATAM,Central America,Mexico,Puerto Rico,2017,2,23,Standard Class,4,50,0.17,125
53653,134116,201702,2017,2,22,4:41,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,951,LATAM,Central America,Mexico,Puerto Rico,2017,2,26,Standard Class,4,50,0.12,125
57831,144700,201704,2017,4,24,4:25,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2488,LATAM,Central America,Panama,Puerto Rico,2017,4,26,Standard Class,4,50,0.02,125
61673,154186,201706,2017,6,19,6:26,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5292,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,6,23,Standard Class,4,50,0.15,125
65268,163110,201708,2017,8,10,17:56,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6678,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,8,14,Standard Class,4,50,0.01,125
67095,167718,201709,2017,9,6,10:01,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,12039,Europe,Western Europe,France,Puerto Rico,2017,9,12,Standard Class,4,50,0.01,125
67296,168187,201709,2017,9,9,8:26,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7334,Europe,Western Europe,Germany,Puerto Rico,2017,9,11,Standard Class,4,50,0.07,125
376,937,201501,2015,1,6,11:22,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1369,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,1,8,Second Class,2,50,0.09,125
2536,6349,201502,2015,2,7,0:07,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7182,LATAM,Central America,Mexico,Puerto Rico,2015,2,9,Second Class,2,50,0.06,125
4555,11408,201503,2015,3,8,11:28,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9097,LATAM,Central America,Mexico,Puerto Rico,2015,3,14,Second Class,2,50,0.16,125
8983,22406,201505,2015,5,12,2:47,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,10360,LATAM,South America,Brazil,Puerto Rico,2015,5,16,Second Class,2,50,0.06,125
9555,23870,201505,2015,5,20,11:11,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4549,LATAM,Central America,Mexico,Puerto Rico,2015,5,26,Second Class,2,50,0.25,125
11603,29008,201506,2015,6,19,8:41,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5675,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,6,23,Second Class,2,50,0.17,125
17813,44502,201509,2015,9,18,0:20,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11942,Europe,Western Europe,France,Puerto Rico,2015,9,22,Second Class,2,50,0.12,125
23623,59103,201512,2015,12,11,19:50,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2851,Pacific Asia,Eastern Asia,China,Puerto Rico,2015,12,15,Second Class,2,50,0.15,125
23961,59986,201512,2015,12,16,18:15,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,12029,Pacific Asia,Eastern Asia,China,Puerto Rico,2015,12,18,Second Class,2,50,0.05,125
35953,89790,201606,2016,6,8,19:35,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3691,North America,East of USA,USA,Puerto Rico,2016,6,12,Second Class,2,50,0.09,125
51273,128123,201701,2017,1,18,10:51,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1863,Pacific Asia,West Asia,Turkey,Puerto Rico,2017,1,22,Second Class,2,50,  -  ,125
51911,129714,201701,2017,1,27,18:23,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11339,LATAM,Central America,Guatemala,Puerto Rico,2017,1,29,Second Class,2,50,  -  ,125
53941,134854,201702,2017,2,26,9:35,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7417,LATAM,South America,Brazil,Puerto Rico,2017,2,28,Second Class,2,50,0.09,125
55511,138835,201703,2017,3,21,7:37,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4232,LATAM,Central America,Honduras,Puerto Rico,2017,3,23,Second Class,2,50,0.09,125
63035,157612,201707,2017,7,9,3:37,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3111,Europe,Southern Europe,Italy,Puerto Rico,2017,7,15,Second Class,2,50,0.12,125
5323,13306,201503,2015,3,19,16:32,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9241,LATAM,Central America,Mexico,Puerto Rico,2015,3,21,First Class,1,50,0.17,125
11838,29610,201506,2015,6,22,19:01,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4078,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,6,24,First Class,1,50,0.03,125
17231,43096,201509,2015,9,9,12:26,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11451,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,9,11,First Class,1,50,0.17,125
21898,54770,201511,2015,11,16,15:29,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5811,Pacific Asia,Southeast Asia,Myanmar,Puerto Rico,2015,11,17,Same Day,3,50,0.25,125
29855,74691,201603,2016,3,11,19:11,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,9384,Pacific Asia,Eastern Asia,China,Puerto Rico,2016,3,13,First Class,1,50,0.12,125
35325,88230,201605,2016,5,30,15:34,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7156,North America,US Center,USA,Puerto Rico,2016,6,1,First Class,1,50,0.18,125
35361,88333,201605,2016,5,31,4:10,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11039,North America,South of  USA,USA,Puerto Rico,2016,6,2,First Class,1,50,0.16,125
45531,113776,201610,2016,10,26,15:11,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,4450,Africa,North Africa,Morocco,Puerto Rico,2016,10,27,Same Day,3,50,0.1,125
67621,169066,201709,2017,9,14,2:17,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,8912,Europe,Western Europe,Netherlands,Puerto Rico,2017,9,16,First Class,1,50,0.12,125
39358,98263,201607,2016,7,28,12:30,1,Fan Shop,Hunting & Shooting,ENO Atlas Hammock Straps,7940,North America,East of USA,USA,Puerto Rico,2016,8,1,Standard Class,4,30,0.18,68
67815,169546,201709,2017,9,16,22:15,1,Fan Shop,Water Sports,Pelican Maverick 100X Kayak,7616,Europe,Western Europe,France,Puerto Rico,2017,9,22,Standard Class,4,350,0.04,172
2133,5348,201501,2015,1,5,3:08,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,468,LATAM,Caribbean,Cuba,Puerto Rico,2015,1,10,Same Day,3,400,0.15,200
45308,113199,201507,2015,7,29,19:30,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4065,Africa,West Africa,Nigeria,Puerto Rico,2015,8,3,Same Day,3,400,0.03,200
51223,128000,201509,2015,9,24,23:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8555,Europe,Eastern Europe,Romania,Puerto Rico,2015,9,29,Same Day,3,400,0.25,200
51223,127996,201510,2015,10,22,4:50,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8555,Europe,Eastern Europe,Romania,Puerto Rico,2015,10,28,Same Day,3,400,  -  ,200
8905,22209,201611,2016,11,16,17:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4422,LATAM,Central America,Mexico,Puerto Rico,2016,11,17,Second Class,2,400,0.06,200
17883,44682,201502,2015,2,15,1:30,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8658,Europe,Western Europe,France,Puerto Rico,2015,2,19,Second Class,2,400,0.12,200
21505,53757,201505,2015,5,6,12:36,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2384,Pacific Asia,South Asia,India,Puerto Rico,2015,5,12,Second Class,2,400,0.2,200
23623,59101,201507,2015,7,30,2:09,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2851,Pacific Asia,Eastern Asia,China,Puerto Rico,2015,8,3,Second Class,2,400,0.16,200
27665,69249,201511,2015,11,20,7:04,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7953,Pacific Asia,Eastern Asia,China,Puerto Rico,2015,11,24,Second Class,2,400,0.04,200
43035,107512,201603,2016,3,18,11:17,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10616,Europe,Eastern Europe,Russia,Puerto Rico,2016,3,18,Second Class,2,400,0.13,200
47225,118043,201610,2016,10,30,20:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2584,Africa,East Africa,Kenya,Puerto Rico,2016,10,31,Second Class,2,400,0.25,200
57803,144625,201702,2017,2,22,9:35,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3373,LATAM,Central America,El Salvador,Puerto Rico,2017,2,25,Second Class,2,400,0.01,200
59533,149003,201703,2017,3,12,2:12,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6059,LATAM,South America,Brazil,Puerto Rico,2017,3,17,Second Class,2,400,0.16,200
61865,154643,201705,2017,5,19,0:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11137,Europe,Western Europe,France,Puerto Rico,2017,5,23,Second Class,2,400,0.03,200
65645,164055,201707,2017,7,17,22:31,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10445,Europe,Southern Europe,Spain,Puerto Rico,2017,7,20,Second Class,2,400,0.25,200
67258,168103,201709,2017,9,7,8:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1231,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,9,12,Second Class,2,400,0.03,200
376,939,201504,2015,4,1,15:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1369,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2015,4,3,Second Class,2,400,  -  ,200
19956,49891,201504,2015,4,19,23:19,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5815,Europe,Western Europe,Germany,Puerto Rico,2015,4,21,Second Class,2,400,0.05,200
23376,58492,201504,2015,4,22,15:47,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1382,Pacific Asia,Oceania,Australia,Puerto Rico,2015,4,24,Second Class,2,400,0.01,200
43271,108094,201508,2015,8,21,22:47,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10296,Africa,Southern Africa,South Africa,Puerto Rico,2015,8,23,Second Class,2,400,0.18,200
45871,114664,201509,2015,9,3,18:24,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11344,Europe,Eastern Europe,Poland,Puerto Rico,2015,9,5,Second Class,2,400,0.2,200
45871,114667,201509,2015,9,9,12:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11344,Europe,Eastern Europe,Poland,Puerto Rico,2015,9,11,Second Class,2,400,0.18,200
47951,119926,201509,2015,9,10,5:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8153,Pacific Asia,West Asia,Turkey,Puerto Rico,2015,9,12,Second Class,2,400,0.1,200
47951,119922,201509,2015,9,22,23:27,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8153,Pacific Asia,West Asia,Turkey,Puerto Rico,2015,9,24,Second Class,2,400,0.12,200
63096,157750,201512,2015,12,8,5:18,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7553,Europe,Southern Europe,Italy,Puerto Rico,2015,12,10,Second Class,2,400,0.03,200
63536,158825,201512,2015,12,9,3:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4045,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,12,11,Second Class,2,400,0.13,200
7306,18299,201610,2016,10,15,21:20,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3725,LATAM,Central America,Panama,Puerto Rico,2016,10,17,First Class,1,400,0.03,200
17231,43094,201703,2017,3,20,7:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11451,Europe,Northern Europe,United Kingdom,Puerto Rico,2017,3,22,First Class,1,400,0.09,200
19653,49134,201709,2017,9,30,15:56,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2723,Europe,Western Europe,Germany,Puerto Rico,2017,10,2,First Class,1,400,0.12,200
19846,49600,201501,2015,1,1,12:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4735,Europe,Western Europe,Germany,Puerto Rico,2015,1,3,First Class,1,400,0.12,200
21811,54549,201504,2015,4,16,15:05,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9586,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,2015,4,18,First Class,1,400,0.15,200
47298,118246,201611,2016,11,21,10:14,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,54,Pacific Asia,West Asia,UAE,Puerto Rico,2016,11,23,First Class,1,400,0.12,200
53093,132690,201702,2017,2,14,17:39,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11455,LATAM,Central America,Mexico,Puerto Rico,2017,2,16,First Class,1,400,0.09,200
59808,149699,201705,2017,5,23,1:03,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4380,LATAM,Central America,Nicaragua,Puerto Rico,2017,5,25,First Class,1,400,0.09,200
65343,163316,201707,2017,7,16,11:08,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7086,Europe,Western Europe,Germany,Puerto Rico,2017,7,18,First Class,1,400,0.02,200
67373,168395,201709,2017,9,10,11:24,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11759,Europe,Southern Europe,Italy,Puerto Rico,2017,9,12,First Class,1,400,0.07,200
3125,7786,201502,2015,2,15,14:28,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2942,LATAM,South America,Argentina,Puerto Rico,2015,2,21,Standard Class,4,400,0.03,200
4781,11959,201503,2015,3,11,18:38,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2404,LATAM,South America,Argentina,Puerto Rico,2015,3,13,Standard Class,4,400,0.15,200
23345,58424,201512,2015,12,7,18:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8101,Pacific Asia,Oceania,Australia,Puerto Rico,2015,12,13,Standard Class,4,400,0.15,200
29031,72636,201602,2016,2,28,18:30,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11318,Pacific Asia,Oceania,Australia,Puerto Rico,2016,3,1,Standard Class,4,400,0.07,200
59878,149861,201705,2017,5,24,1:34,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2578,LATAM,Central America,Mexico,Puerto Rico,2017,5,28,Standard Class,4,400,0.12,200
59993,150159,201705,2017,5,25,17:52,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5125,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2017,5,29,Standard Class,4,400,0.18,200
65271,163114,201708,2017,8,10,18:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11455,Europe,Western Europe,Germany,Puerto Rico,2017,8,12,Standard Class,4,400,0.07,200
2756,6911,201502,2015,2,10,5:11,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7391,LATAM,Central America,Mexico,Puerto Rico,2015,2,12,Standard Class,4,400,0.1,200
6728,16811,201504,2015,4,9,4:46,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3442,LATAM,Central America,Mexico,Puerto Rico,2015,4,13,Standard Class,4,400,0.03,200
7931,19814,201504,2015,4,26,18:13,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,119,LATAM,Caribbean,Cuba,Puerto Rico,2015,4,28,Standard Class,4,400,0.15,200
8565,21371,201505,2015,5,6,0:21,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3965,LATAM,Central America,Guatemala,Puerto Rico,2015,5,12,Standard Class,4,400,0.17,200
8566,21374,201505,2015,5,6,0:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3027,LATAM,Central America,Guatemala,Puerto Rico,2015,5,8,Standard Class,4,400,0.16,200
13543,33927,201507,2015,7,17,16:21,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1167,Europe,Southern Europe,Italy,Puerto Rico,2015,7,21,Standard Class,4,400,0.13,200
17625,44050,201509,2015,9,15,6:28,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11,Europe,Western Europe,France,Puerto Rico,2015,9,21,Standard Class,4,400,0.1,200
49265,123169,201612,2016,12,20,3:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8333,Africa,North Africa,Algeria�,Puerto Rico,2016,12,26,Standard Class,4,400,0.13,200
49668,124157,201612,2016,12,26,0:33,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8153,North America,Canada,Canada,Puerto Rico,2016,12,30,Standard Class,4,400,0.09,200
49951,124887,201612,2016,12,30,3:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3661,Pacific Asia,West Asia,Turkey,Puerto Rico,2017,1,1,Standard Class,4,400,0.12,200
53528,133780,201702,2017,2,20,8:53,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10940,LATAM,Caribbean,Cuba,Puerto Rico,2017,2,24,Standard Class,4,400,0.1,200
61976,154950,201706,2017,6,23,16:36,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6448,Europe,Western Europe,France,Puerto Rico,2017,6,25,Standard Class,4,400,0.16,200
65396,163433,201708,2017,8,12,14:46,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3038,Europe,Western Europe,France,Puerto Rico,2017,8,14,Standard Class,4,400,0.13,200
67358,168353,201709,2017,9,10,6:09,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,272,Europe,Western Europe,France,Puerto Rico,2017,9,14,Standard Class,4,400,0.17,200
67571,168937,201709,2017,9,13,8:46,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8704,Europe,Western Europe,France,Puerto Rico,2017,9,15,Standard Class,4,400,0.16,200
1503,3749,201506,2015,6,19,17:06,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3309,LATAM,South America,Brazil,Puerto Rico,2015,6,22,Standard Class,4,400,0.12,200
15076,37727,201508,2015,8,9,1:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6519,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,8,11,Standard Class,4,400,0.09,200
15076,37729,201508,2015,8,9,1:26,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6519,Europe,Northern Europe,United Kingdom,Puerto Rico,2015,8,11,Standard Class,4,400,0.07,200
17075,42700,201508,2015,8,19,21:02,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6360,Europe,Western Europe,Belgium,Puerto Rico,2015,8,22,Standard Class,4,400,0.15,200
27586,69054,201510,2015,10,19,20:05,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2683,Pacific Asia,Oceania,Australia,Puerto Rico,2015,10,23,Standard Class,4,400,0.02,200
31228,78044,201511,2015,11,6,5:20,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8333,Pacific Asia,Oceania,Australia,Puerto Rico,2015,11,11,Standard Class,4,400,0.07,200
43845,109506,201511,2015,11,8,15:30,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11097,North America,Canada,Canada,Puerto Rico,2015,11,14,Standard Class,4,400,0.09,200
57088,142800,201512,2015,12,28,23:50,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11520,LATAM,Caribbean,Dominican�Republic,Puerto Rico,2016,1,2,Standard Class,4,400,0.12,200
11871,29679,201603,2016,3,1,23:03,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,12092,Europe,Northern Europe,United Kingdom,Puerto Rico,2016,3,3,Standard Class,4,400,0.25,200
13581,34030,201603,2016,3,4,9:12,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6778,Europe,Western Europe,Germany,Puerto Rico,2016,3,7,Standard Class,4,400,0.02,200
